"Address","Word Count","Closest Similarity Match","No. Near Duplicates","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.bettersleep.com/","580","","","","","","","61cc6e6dcb7e5abc635bc20fcab790ec","Indexable",""
"https://www.bettersleep.com/gift/","143","","","","","","","746c1b1b548c79b4f9b82dedb52849fb","Non-Indexable","noindex"
"https://www.bettersleep.com/ja/","131","","","","","","","29f0a8d5c5fe0cba26390b3548ca0aed","Indexable",""
"https://www.bettersleep.com/ru/","384","","","","","","","8472504cfba8fc66069860f293310eea","Indexable",""
"https://www.bettersleep.com/sleep-better/","847","","","","","","","8ba50cc49f5b894df27ae28390f80f17","Indexable",""
"https://www.bettersleep.com/studentprogram/","164","","","","","","","829327b6c94be881da6902f46bcf91f1","Indexable",""
"https://www.bettersleep.com/info-covid19/","725","","","","","","","ac2d9d4a83ed8c56e25f1c109f8fcb32","Indexable",""
"https://www.bettersleep.com/blog/bettersleep-sleep-recorder/","767","","","","","","","61fa4c4ed2be2cd55e381b7e2b5987d5","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/es/","381","","","","","","","2a665ead73bcd4f3a35314381121415f","Indexable",""
"https://www.bettersleep.com/sleep-sounds/","613","","","","","","","954433df3d13563b29136472dd65f956","Indexable",""
"https://www.bettersleep.com/info-chronotypes/","431","","","","","","","8f588ec18b668e979734b32ddf2ce1d1","Indexable",""
"https://my.bettersleep.com/redirect/signin","0","","","","","","","d6547f60e473afa5e3a2dc0209303b08","Non-Indexable","noindex"
"https://www.bettersleep.com/blog/","612","","","","","","","b61daa2f9d9cbb167d0a4aebb6f5c9dc","Indexable",""
"https://my.bettersleep.com/sounds","0","","","","","","","d6547f60e473afa5e3a2dc0209303b08","Non-Indexable","noindex"
"https://www.bettersleep.com/blog/10-minute-meditations-to-try/","884","","","","","","","a8ec0108da88a206f4bceee49346350b","Non-Indexable","Canonicalised"
"https://www.bettersleep.com/pt/","463","","","","","","","9741cb7ac2b81931f6d3cf96870854b","Indexable",""
