"H2 - All"
"Address","Occurrences","H2-1","H2-1 length","H2-2","H2-2 length","Indexability","Indexability Status"
"https://clubs.scholastic.com/mindfulness-in-a-jar/84365-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/space-stories-pack/9781338624618-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/esperanza-rising/9780439120425-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/teacher-favorites-3rd-grade/","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/ten-lucky-ladybugs/9781338116878-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/kingdom-hearts%3A-chain-of-memories-pack/9781338154672-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/classroom-organization/","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/red-queen-%234%3A-war-storm/9780062422996-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/the-baby-sitters-club-graphix-%232%3A-the-truth-about-stacey/9780545813891-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/shop-teacher-resources/","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/freak-the-mighty/9780590474139-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
"https://clubs.scholastic.com/the-skin-i’m-in/9781338357790-rco-us.html","2","The Whole Class Reads with Scholastic Book Clubs.","49","Why Scholastic Book Clubs","25","Indexable",""
