"Chain Type","Number of Redirects","Loop","Source","Temp Redirect in Chain","Address","Final Address","Final Indexability","Final Indexability Status","Final Content","Final Status Code","Final Status","Alt Text","Anchor Text","Link Path","Link Position","Content 1","Status Code 1","Status 1","Redirect Type 1","Redirect URL 1","Content 2","Status Code 2","Status 2","Redirect Type 2","Redirect URL 2","Content 3","Status Code 3","Status 3","Redirect Type 3","Redirect URL 3","Content 4","Status Code 4","Status 4","Redirect Type 4","Redirect URL 4","Content 5","Status Code 5","Status 5","Redirect Type 5","Redirect URL 5","Content 6","Status Code 6","Status 6","Redirect Type 6","Redirect URL 6","Content 7","Status Code 7","Status 7","Redirect Type 7","Redirect URL 7","Content 8","Status Code 8","Status 8","Redirect Type 8","Redirect URL 8","Content 9","Status Code 9","Status 9","Redirect Type 9","Redirect URL 9","Content 10","Status Code 10","Status 10","Redirect Type 10","Redirect URL 10"
"HTTP Redirect","1","false","","false","https://columbusrecoverycenter.com/","https://www.columbusrecoverycenter.com/","Indexable","","text/html; charset=UTF-8","200","OK","","","","","","301","Moved Permanently","HTTP Redirect","https://www.columbusrecoverycenter.com/","text/html; charset=UTF-8","200","OK","",""
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/","true","https://www.ncbi.nlm.nih.gov/books/NBK513263/","https://misuse.ncbi.nlm.nih.gov/error/abuse.shtml","Non-Indexable","Not crawled","","","","","most commonly abused substances","//body/div[@id='top']/div[2]/div/div/section[6]/div/div/div/div/div/div[4]/div/div/p[1]/a[1]","Content","text/html; charset=iso-8859-1","302","Found","HTTP Redirect","https://misuse.ncbi.nlm.nih.gov/error/abuse.shtml"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/admissions/checklist/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/admissions/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/treatment-programs/outpatient/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/ohio-rehab/mansfield/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/ohio-rehab/toledo/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/ohio-rehab/groveport/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/privacy-policy/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
"HTTP Redirect","1","false","https://www.columbusrecoverycenter.com/depression-resource-guide/","false","http://www.naatp.org/resources/addiction-industry-directory/20410","https://www.naatp.org/resources/addiction-industry-directory/20410","Non-Indexable","Not crawled","","","","","","//body/div[@id='top']/footer/div[@class='row']/div[3]/a","Footer","","301","Moved Permanently","HTTP Redirect","https://www.naatp.org/resources/addiction-industry-directory/20410"
